UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF
8891,L04521,L,300.6,311.9,1600,44.6,26,0,0,0,0,0,0
8892,H01752,H,299.8,310.9,1168,42.1,185,0,0,0,0,0,0
8893,H01753,H,300.6,312.6,1245,47.1,151,0,0,0,0,0,0
8894,L04522,L,303.8,313.7,1514,56.7,162,0,0,0,0,0,0
8895,L04523,L,301.8,312.0,1695,46.8,22,0,0,0,0,0,0
8896,L04524,L,300.1,310.4,1553,57.4,7,1,0,0,1,0,0
8897,L04525,L,297.2,307.1,1672,47.0,123,0,0,0,0,0,0
8898,M02620,M,299.0,309.5,1577,41.3,213,1,1,0,0,0,0
8899,L04526,L,301.4,309.7,1793,43.2,143,0,0,0,0,0,0
8900,H01754,H,297.7,307.9,1835,13.7,197,1,0,0,1,0,0
8901,L04527,L,304.3,312.9,1385,35.4,230,0,0,0,0,0,0
8902,H01755,H,300.0,309.1,1714,38.6,188,0,0,0,0,0,0
8903,M02621,M,300.1,310.8,1639,44.4,108,0,0,0,0,0,0
8904,M02622,M,298.7,308.5,2038,39.7,185,0,0,0,0,0,0
8905,M02623,M,301.0,311.7,1378,43.3,156,0,0,0,0,0,0
8906,M02624,M,297.7,307.5,1514,26.8,62,0,0,0,0,0,0
8907,M02625,M,304.3,315.4,1331,24.2,153,1,0,0,1,0,0
8908,M02626,M,302.6,312.4,1343,28.2,136,0,0,0,0,0,0
8909,M02627,M,302.0,310.0,1615,55.7,146,1,0,0,1,0,0
8910,H01756,H,297.2,307.4,1579,27.3,70,0,0,0,0,0,0
8911,M02628,M,300.4,308.2,1646,32.1,111,0,0,0,0,0,0
8912,M02629,M,302.4,311.0,1641,41.1,24,0,0,0,0,0,0
8913,H01757,H,301.2,310.3,1490,24.1,23,0,0,0,0,0,0
8914,L04528,L,298.0,307.0,1489,31.3,38,0,0,0,0,0,0
8915,L04529,L,298.7,308.2,1343,46.8,174,0,0,0,0,0,0
8916,L04530,L,299.1,308.1,1397,35.6,188,0,0,0,0,0,0
8917,M02630,M,298.8,307.4,1526,56.8,100,1,0,0,1,0,0
8918,H01758,H,303.1,314.6,1577,23.0,225,1,1,0,0,0,0
8919,L04531,L,296.2,305.5,1680,36.5,156,0,0,0,0,0,0
8920,M02631,M,301.3,309.1,1659,35.6,97,0,0,0,0,0,0
8921,M02632,M,297.4,307.1,1849,39.9,19,0,0,0,0,0,0
8922,L04532,L,298.1,307.0,1343,27.7,4,0,0,0,0,0,0
8923,M02633,M,296.0,305.1,1491,34.2,235,0,0,0,0,0,0
8924,H01759,H,298.9,309.6,1360,47.9,163,0,0,0,0,0,0
8925,L04533,L,303.0,312.6,1793,37.3,221,0,0,0,0,0,0
8926,M02634,M,300.5,309.4,1437,29.3,122,0,0,0,0,0,0
8927,M02635,M,297.6,308.0,1769,60.8,189,1,0,0,1,0,0
8928,L04534,L,302.0,313.2,1828,40.5,177,0,0,0,0,0,0
8929,L04535,L,302.5,313.0,1620,46.1,19,0,0,0,0,0,0
8930,H01760,H,300.2,307.8,1596,47.6,138,0,0,0,0,0,0
8931,L04536,L,304.1,313.0,1545,39.3,124,0,0,0,0,0,0
8932,L04537,L,301.6,311.7,1474,32.1,212,1,1,0,0,0,0
8933,L04538,L,301.4,311.1,1450,42.0,147,0,0,0,0,0,0
8934,M02636,M,298.4,308.1,1508,33.0,5,0,0,0,0,0,0
8935,M02637,M,301.3,310.3,1902,43.7,172,0,0,0,0,0,0
8936,M02638,M,300.4,309.0,1329,38.4,25,1,0,1,0,0,0
8937,L04539,L,301.0,313.0,1578,50.3,150,0,0,0,0,0,0
8938,H01761,H,298.6,308.7,1680,28.6,132,0,0,0,0,0,0
8939,L04540,L,300.3,310.9,1481,47.2,152,0,0,0,0,0,0
8940,L04541,L,298.4,308.4,1621,46.1,220,0,0,0,0,0,0
8941,L04542,L,295.7,305.8,1237,37.6,3,0,0,0,0,0,0
8942,L04543,L,302.0,311.9,1803,47.3,90,0,0,0,0,0,0
8943,H01762,H,297.0,305.9,1764,44.2,137,0,0,0,0,0,0
8944,H01763,H,300.2,308.7,1518,46.7,161,0,0,0,0,0,0
8945,L04544,L,300.7,311.1,1362,46.0,90,0,0,0,0,0,0
8946,H01764,H,300.7,310.8,1696,40.5,185,0,0,0,0,0,0
8947,M02639,M,299.4,310.4,1308,34.0,7,0,0,0,0,0,0
8948,H01765,H,300.5,311.3,1337,33.9,125,0,0,0,0,0,0
8949,L04545,L,300.9,310.1,1527,37.9,179,0,0,0,0,0,0
8950,M02640,M,301.5,312.6,1841,48.4,115,1,0,0,1,0,0
8951,L04546,L,303.5,314.2,1666,46.3,98,0,0,0,0,0,0
8952,H01766,H,300.5,311.2,1408,50.1,27,0,0,0,0,0,0
8953,L04547,L,300.1,312.4,1201,51.1,136,0,0,0,0,0,0
8954,M02641,M,298.2,310.2,1546,37.8,161,0,0,0,0,0,0
8955,L04548,L,300.9,311.6,1588,59.6,186,1,0,0,1,1,0
8956,L04549,L,301.3,311.9,1523,39.0,221,1,1,0,0,0,0
8957,M02642,M,299.6,310.7,1899,35.1,144,0,0,0,0,0,0
8958,H01767,H,301.1,310.5,1511,43.3,123,0,0,0,0,0,0
8959,M02643,M,299.4,308.8,1168,44.8,32,0,0,0,0,0,0
8960,H01768,H,301.3,312.0,1456,32.6,55,0,0,0,0,0,0
8961,L04550,L,301.8,311.0,1628,38.4,60,0,0,0,0,0,0
8962,M02644,M,301.8,312.4,1615,35.5,220,0,0,0,0,0,0
8963,L04551,L,300.2,310.4,1502,41.4,112,0,0,0,0,0,0
8964,L04552,L,297.9,307.1,1469,48.0,36,0,0,0,0,0,0
8965,M02645,M,298.8,308.8,1168,37.3,12,0,0,0,0,0,0
8966,M02646,M,301.2,312.5,1555,45.7,156,0,0,0,0,0,0
8967,M02647,M,304.9,315.0,1470,26.1,39,0,0,0,0,0,0
8968,M02648,M,299.3,309.4,1587,48.9,102,0,0,0,0,0,0
8969,M02649,M,300.9,311.2,1636,35.5,54,0,0,0,0,0,0
8970,L04553,L,298.9,309.3,1786,35.3,13,0,0,0,0,0,0
8971,L04554,L,298.1,307.7,1346,44.0,7,0,0,0,0,0,0
8972,M02650,M,298.6,309.0,1279,44.5,159,0,0,0,0,0,0
8973,L04555,L,295.8,304.8,1423,38.9,138,0,0,0,0,0,0
8974,L04556,L,302.7,311.9,1390,31.1,226,0,0,0,0,0,0
8975,L04557,L,295.5,304.9,1372,35.2,68,0,0,0,0,0,0
8976,M02651,M,299.5,309.9,1826,41.0,177,0,0,0,0,0,0
8977,L04558,L,297.6,307.8,1567,44.9,164,0,0,0,0,0,0
8978,M02652,M,298.2,308.1,1932,31.8,44,0,0,0,0,0,0
8979,M02653,M,302.8,313.4,1537,33.6,196,0,0,0,0,0,0
8980,L04559,L,300.4,310.8,1303,42.6,65,0,0,0,0,0,0
8981,M02654,M,298.1,307.8,1376,39.2,153,0,0,0,0,0,0
8982,M02655,M,298.8,307.8,1742,41.5,29,0,0,0,0,0,0
8983,M02656,M,298.5,307.6,1311,13.9,76,1,0,0,1,0,0
8984,M02657,M,299.9,308.4,1649,37.1,123,0,0,0,0,0,0
8985,L04560,L,300.3,310.5,1466,48.5,37,0,0,0,0,0,0
8986,M02658,M,303.8,312.9,1352,33.8,103,0,0,0,0,0,0
8987,L04561,L,296.2,305.7,1815,44.9,154,0,0,0,0,0,0
8988,H01769,H,299.9,309.8,1420,27.9,80,0,0,0,0,0,0
8989,H01770,H,299.4,310.4,1372,24.4,178,0,0,0,0,0,0
8990,M02659,M,301.9,312.8,1522,44.2,142,0,0,0,0,0,0
8991,L04562,L,300.7,310.7,1436,39.5,61,0,0,0,0,0,0
8992,L04563,L,301.2,312.4,1980,36.6,96,0,0,0,0,0,0
8993,L04564,L,300.7,308.7,1750,48.5,29,0,0,0,0,0,0
8994,L04565,L,298.1,310.0,1419,36.9,159,0,0,0,0,0,0
8995,L04566,L,302.4,313.1,1442,33.7,177,0,0,0,0,0,0
8996,M02660,M,301.6,311.7,1168,32.6,6,0,0,0,0,0,0
8997,L04567,L,301.8,310.9,1565,30.5,38,0,0,0,0,0,0
8998,H01771,H,302.5,312.1,1388,44.7,188,0,0,0,0,0,0
8999,L04568,L,300.8,311.4,1555,36.9,15,0,0,0,0,0,0
9000,H01772,H,303.0,313.6,1168,51.4,202,0,0,0,0,0,0
9001,H01773,H,300.8,311.4,1532,10.5,164,1,0,0,1,0,0
9002,M02661,M,299.6,308.8,1877,49.2,52,1,0,0,1,0,0
9003,M02662,M,300.0,309.1,1548,43.6,77,0,0,0,0,0,0
9004,L04569,L,300.0,310.1,1383,39.1,150,0,0,0,0,0,0
9005,M02663,M,299.0,309.7,1533,27.1,121,0,0,0,0,0,0
9006,L04570,L,303.3,313.3,1525,23.4,186,0,0,0,0,0,0
9007,L04571,L,300.6,312.1,1976,47.5,94,1,0,0,1,0,0
9008,M02664,M,300.2,310.2,1471,42.4,27,0,0,0,0,0,0
9009,L04572,L,300.8,310.8,1297,42.2,233,1,1,0,0,0,0
9010,M02665,M,306.0,316.6,1542,39.0,196,0,0,0,0,0,0
9011,L04573,L,297.7,309.0,1577,48.5,87,0,0,0,0,0,0
9012,L04574,L,298.3,307.0,1650,34.1,178,0,0,0,0,0,0
9013,L04575,L,297.2,306.1,1689,36.6,209,0,0,0,0,0,0
9014,L04576,L,299.5,309.2,1929,38.2,195,0,0,0,0,0,0
9015,L04577,L,300.5,313.6,1418,37.9,214,1,1,0,0,0,0
9016,L04578,L,299.1,308.8,1400,53.4,200,1,1,0,0,0,0
9017,L04579,L,298.9,308.8,1168,27.5,114,1,0,0,1,0,0
9018,H01774,H,300.3,310.9,1670,20.5,138,0,0,0,0,0,0
9019,L04580,L,299.0,310.0,1360,25.5,34,0,0,0,0,0,0
9020,M02666,M,300.6,310.8,1716,46.8,138,0,0,0,0,0,0
9021,L04581,L,302.2,313.4,1439,39.0,198,0,0,0,0,0,0
9022,H01775,H,301.4,310.2,1883,24.0,16,0,0,0,0,0,0
9023,L04582,L,301.8,311.0,1251,41.0,54,0,0,0,0,0,0
9024,L04583,L,302.2,313.3,1742,36.8,81,0,0,0,0,0,0
9025,M02667,M,300.6,310.6,1718,45.6,25,0,0,0,0,0,0
9026,L04584,L,299.7,308.4,1643,47.9,46,0,0,0,0,0,0
9027,M02668,M,298.5,307.1,1314,65.2,25,0,0,0,0,0,0
9028,L04585,L,299.2,308.4,1644,28.2,56,0,0,0,0,0,0
9029,H01776,H,299.0,309.0,1563,21.4,208,1,0,0,1,0,0
9030,L04586,L,301.5,311.9,1171,45.9,119,0,0,0,0,0,0
9031,L04587,L,300.7,310.4,1849,49.9,201,1,0,0,1,0,0
9032,M02669,M,301.4,311.8,1468,27.2,221,1,1,0,0,0,0
9033,L04588,L,297.7,307.2,1834,27.3,78,0,0,0,0,0,0
9034,H01777,H,302.9,314.1,1524,43.4,175,0,0,0,0,0,0
9035,L04589,L,299.1,311.7,1734,57.1,238,1,0,0,1,1,0
9036,M02670,M,297.8,307.4,1366,31.2,25,0,0,0,0,0,0
9037,L04590,L,299.1,309.6,1580,40.9,40,0,0,0,0,0,0
9038,H01778,H,305.0,315.4,1566,21.0,155,1,0,0,1,0,0
9039,M02671,M,299.2,309.4,1473,38.0,146,0,0,0,0,0,0
9040,L04591,L,299.3,310.0,1364,38.9,0,0,0,0,0,0,0
9041,L04592,L,299.6,310.1,1168,54.7,33,0,0,0,0,0,0
9042,L04593,L,299.7,309.2,1368,32.9,101,0,0,0,0,0,0
9043,H01779,H,298.4,309.8,1678,46.9,87,0,0,0,0,0,0
9044,L04594,L,300.3,310.5,1258,32.3,168,0,0,0,0,0,0
9045,L04595,L,302.2,311.8,1300,40.9,87,0,0,0,0,0,0
9046,L04596,L,300.6,313.1,1251,60.8,209,1,0,0,0,1,0
9047,L04597,L,297.8,307.7,1579,57.9,64,1,0,0,1,0,0
9048,M02672,M,299.3,309.6,1359,59.6,73,0,0,0,0,0,0
9049,H01780,H,298.9,309.1,1782,44.0,3,0,0,0,0,0,0
9050,M02673,M,300.1,310.0,1684,37.9,141,0,0,0,0,0,0
9051,H01781,H,302.7,313.1,1578,42.8,190,0,0,0,0,0,0
9052,M02674,M,299.7,308.9,1598,44.7,20,0,0,0,0,0,0
9053,L04598,L,299.8,310.4,1385,43.9,63,0,0,0,0,0,0
9054,L04599,L,303.6,311.8,1385,32.9,153,0,0,0,0,0,0
9055,M02675,M,301.8,310.5,1680,32.5,101,0,0,0,0,0,0
9056,H01782,H,301.1,313.0,1720,34.0,68,0,0,0,0,0,0
9057,H01783,H,303.9,312.7,1678,50.7,206,1,1,0,0,0,0
9058,L04600,L,301.0,309.0,1443,51.8,151,0,0,0,0,0,0
9059,L04601,L,296.0,304.8,1459,71.8,9,1,0,0,1,0,0
9060,L04602,L,301.7,313.4,1351,44.3,98,0,0,0,0,0,0
9061,H01784,H,296.8,305.0,1691,32.1,208,0,0,0,0,0,0
9062,H01785,H,300.9,309.9,1168,35.2,31,0,0,0,0,0,0
9063,M02676,M,296.6,305.1,1168,38.4,72,1,0,1,0,0,0
9064,L04603,L,299.1,308.8,1168,55.1,158,0,0,0,0,0,0
9065,M02677,M,299.3,308.8,1168,47.3,232,0,0,0,0,0,0
9066,L04604,L,298.5,308.0,1809,26.5,142,0,0,0,0,0,0
9067,L04605,L,299.3,311.2,1695,39.4,177,0,0,0,0,0,0
9068,M02678,M,302.1,310.9,1298,25.3,2,1,0,0,1,0,0
9069,L04606,L,298.6,308.5,1516,45.9,103,0,0,0,0,0,0
9070,L04607,L,301.1,311.4,1831,32.9,34,0,0,0,0,0,0
9071,H01786,H,298.1,307.1,1638,33.9,114,0,0,0,0,0,0
9072,M02679,M,299.6,310.1,1960,21.2,53,0,0,0,0,0,0
9073,L04608,L,300.6,310.2,1515,47.6,204,0,0,0,0,0,0
9074,M02680,M,298.0,308.4,1406,52.1,85,0,0,0,0,0,0
9075,L04609,L,297.4,307.3,1321,33.1,111,0,0,0,0,0,0
9076,M02681,M,301.0,308.9,1542,38.4,198,0,0,0,0,0,0
9077,M02682,M,302.2,313.6,1725,35.2,83,0,0,0,0,0,0
9078,M02683,M,299.8,311.9,1557,37.8,100,0,0,0,0,0,0
9079,M02684,M,299.1,308.9,1466,31.8,153,0,0,0,0,0,0
9080,L04610,L,300.3,309.4,1789,29.0,82,0,0,0,0,0,0
9081,L04611,L,300.1,311.6,1643,53.7,221,1,0,0,1,1,0
9082,L04612,L,300.5,312.4,1515,13.6,97,1,0,0,1,0,0
9083,L04613,L,294.9,304.8,1384,45.0,34,0,0,0,0,0,0
9084,M02685,M,297.9,307.6,1487,42.8,155,0,0,0,0,0,0
9085,L04614,L,298.3,308.2,1632,56.5,98,1,0,0,1,0,0
9086,L04615,L,300.3,308.6,1381,37.6,225,0,0,0,0,0,0
9087,L04616,L,300.4,310.1,1291,36.3,239,0,0,0,0,0,0
9088,H01787,H,301.3,313.0,1441,31.9,112,0,0,0,0,0,0
9089,L04617,L,300.5,310.3,1528,43.6,122,0,0,0,0,0,0
9090,M02686,M,297.4,306.4,1810,32.9,143,0,0,0,0,0,0
9091,L04618,L,302.9,313.4,1305,28.7,175,0,0,0,0,0,0
9092,L04619,L,302.5,311.9,1583,32.6,223,0,0,0,0,0,0
9093,L04620,L,297.5,307.4,1482,30.5,80,0,0,0,0,0,0
9094,M02687,M,300.7,309.4,1492,29.9,87,0,0,0,0,0,0
9095,M02688,M,298.8,307.8,1845,40.9,68,0,0,0,0,0,0
9096,H01788,H,300.3,311.0,1554,38.1,203,0,0,0,0,0,0
9097,L04621,L,302.1,312.2,1355,45.5,149,0,0,0,0,0,0
9098,L04622,L,304.3,313.5,1715,41.5,11,0,0,0,0,0,0
9099,H01789,H,301.5,311.6,1701,28.0,92,0,0,0,0,0,0
9100,L04623,L,300.6,310.0,1337,18.8,57,1,0,0,1,0,0
9101,M02689,M,299.3,308.5,1299,29.4,230,1,1,0,0,0,0
9102,M02690,M,300.4,311.5,1620,47.6,38,0,0,0,0,0,0
9103,L04624,L,302.7,313.5,1531,47.4,163,0,0,0,0,0,0
9104,M02691,M,299.9,309.9,1443,49.8,5,0,0,0,0,0,0
9105,L04625,L,298.2,308.4,1749,48.4,175,0,0,0,0,0,0
9106,L04626,L,296.8,306.8,1419,50.9,7,0,0,0,0,0,0
9107,L04627,L,301.0,311.5,1622,44.1,69,0,0,0,0,0,0
9108,H01790,H,300.5,309.7,1772,58.0,54,1,0,0,1,0,0
9109,L04628,L,298.7,309.6,1470,42.9,93,0,0,0,0,0,0
9110,M02692,M,302.1,312.4,1172,60.0,60,0,0,0,0,0,0
9111,H01791,H,299.2,308.9,1457,33.7,82,0,0,0,0,0,0
9112,M02693,M,299.7,309.2,1575,33.5,93,0,0,0,0,0,0
9113,M02694,M,300.0,310.8,1738,38.1,216,1,1,0,0,0,0
9114,L04629,L,299.3,309.1,1433,39.6,137,0,0,0,0,0,0
9115,L04630,L,300.5,309.8,1882,36.8,47,0,0,0,0,0,0
9116,L04631,L,302.3,311.9,1278,45.4,65,0,0,0,0,0,0
9117,M02695,M,297.7,308.5,1570,39.0,109,0,0,0,0,0,0
9118,H01792,H,301.0,309.4,1490,33.9,106,0,0,0,0,0,0
9119,H01793,H,300.3,310.0,1807,36.0,151,0,0,0,0,0,0
9120,H01794,H,300.3,311.4,1243,52.2,119,0,0,0,0,0,0
9121,H01795,H,301.7,311.6,1623,43.2,27,0,0,0,0,0,0
9122,L04632,L,300.1,310.4,1489,23.2,33,0,0,0,0,0,0
9123,M02696,M,301.0,312.0,1843,55.1,56,1,0,0,1,0,0
9124,H01796,H,301.4,312.3,1372,44.3,66,0,0,0,0,0,0
9125,L04633,L,299.0,308.6,1621,46.4,25,0,0,0,0,0,0
9126,H01797,H,300.6,310.5,1370,49.3,190,0,0,0,0,0,0
9127,L04634,L,299.5,310.4,1575,49.8,149,0,0,0,0,0,0
9128,M02697,M,299.7,310.7,1464,30.8,223,0,0,0,0,0,0
9129,M02698,M,299.4,309.3,1460,29.3,106,0,0,0,0,0,0
9130,H01798,H,300.9,310.9,1168,64.0,163,0,0,0,0,0,0
9131,L04635,L,300.2,310.4,1620,33.0,205,1,1,0,0,0,0
9132,M02699,M,300.8,312.2,1321,43.8,36,0,0,0,0,0,0
9133,M02700,M,300.0,311.0,1314,56.3,130,0,0,0,0,0,0
9134,L04636,L,296.8,307.5,1226,35.6,219,1,1,0,0,0,0
9135,M02701,M,300.1,309.0,1326,36.4,89,0,0,0,0,0,0
9136,M02702,M,300.1,309.9,1638,49.3,231,0,0,0,0,0,0
9137,M02703,M,300.5,310.3,1628,42.1,201,1,1,0,0,0,0
9138,L04637,L,298.8,310.2,1670,45.0,63,0,0,0,0,0,0
9139,L04638,L,297.6,307.4,1332,39.2,107,0,0,0,0,0,0
9140,M02704,M,301.2,312.5,1580,34.7,217,0,0,0,0,0,0
9141,L04639,L,299.5,308.9,1414,36.7,103,0,0,0,0,0,0
9142,L04640,L,300.3,309.9,1728,51.9,150,1,0,0,1,0,0
9143,H01799,H,299.4,309.9,1623,37.0,198,0,0,0,0,0,0
9144,M02705,M,300.0,311.6,1406,44.3,225,1,1,0,0,0,0
9145,M02706,M,299.1,308.9,1746,30.3,57,0,0,0,0,0,0
9146,L04641,L,298.1,305.5,1639,60.4,139,1,0,0,1,0,0
9147,L04642,L,300.9,309.4,1260,43.2,85,1,0,1,0,0,0
9148,L04643,L,298.8,309.1,1203,43.4,51,0,0,0,0,0,0
9149,L04644,L,300.3,308.9,1268,49.3,10,1,0,1,0,0,0
9150,M02707,M,300.8,310.0,1867,35.2,8,0,0,0,0,0,0
9151,M02708,M,298.8,308.8,1334,51.9,132,0,0,0,0,0,0
9152,L04645,L,297.6,305.1,1913,24.8,69,0,0,0,0,0,0
9153,L04646,L,304.9,314.5,1324,33.9,70,0,0,0,0,0,0
9154,L04647,L,298.9,307.8,1303,32.0,109,0,0,0,0,0,0
9155,L04648,L,301.2,309.7,1713,21.2,145,0,0,0,0,0,0
9156,L04649,L,303.9,313.1,1723,34.7,206,1,1,0,0,0,0
9157,H01800,H,301.6,310.5,1649,39.5,64,0,0,0,0,0,0
9158,M02709,M,299.4,309.9,1673,29.1,111,0,0,0,0,0,0
9159,M02710,M,299.9,311.1,1377,27.7,78,0,0,0,0,0,0
9160,L04650,L,298.3,308.0,1704,40.4,53,0,0,0,0,0,0
9161,H01801,H,301.8,311.2,1585,39.2,136,0,0,0,0,0,0
9162,M02711,M,301.1,310.7,1464,37.3,70,0,0,0,0,0,0
9163,M02712,M,299.0,307.9,1556,27.3,235,0,0,0,0,0,0
9164,L04651,L,297.9,306.6,1750,36.1,187,0,0,0,0,0,0
9165,H01802,H,297.4,305.7,1616,33.3,136,0,0,0,0,0,0
9166,H01803,H,302.0,310.6,1168,40.9,171,0,0,0,0,0,0
9167,H01804,H,300.2,311.9,1716,34.4,138,0,0,0,0,0,0
9168,L04652,L,300.4,309.7,1700,39.6,130,0,0,0,0,0,0
9169,L04653,L,298.4,305.4,1462,26.9,204,0,0,0,0,0,0
9170,L04654,L,297.1,306.5,1561,26.0,4,1,0,0,0,0,1
9171,L04655,L,301.9,310.3,1560,45.6,159,0,0,0,0,0,0
9172,H01805,H,300.1,310.1,1168,47.7,149,0,0,0,0,0,0
9173,L04656,L,301.8,311.8,1457,36.1,53,0,0,0,0,0,0
9174,L04657,L,299.2,309.3,1465,40.3,180,0,0,0,0,0,0
9175,L04658,L,299.5,309.5,1506,35.5,189,0,0,0,0,0,0
9176,L04659,L,301.4,311.1,1432,51.0,177,0,0,0,0,0,0
9177,L04660,L,301.5,310.0,1670,38.0,106,0,0,0,0,0,0
9178,M02713,M,301.6,311.5,1376,35.0,25,0,0,0,0,0,0
9179,M02714,M,299.4,310.4,1720,49.7,66,0,0,0,0,0,0
9180,L04661,L,301.2,313.0,1661,32.3,181,0,0,0,0,0,0
9181,L04662,L,302.2,312.0,1810,41.6,168,0,0,0,0,0,0
9182,L04663,L,299.8,309.7,1884,29.5,126,0,0,0,0,0,0
9183,L04664,L,299.0,309.5,1886,46.6,121,1,0,0,1,0,0
9184,M02715,M,302.7,314.2,1300,48.2,135,0,0,0,0,0,0
9185,M02716,M,298.7,308.2,1606,27.1,23,0,0,0,0,0,0
9186,M02717,M,301.3,312.0,1394,25.6,231,0,0,0,0,0,0
9187,M02718,M,299.9,309.1,2194,42.9,12,1,0,0,1,0,0
9188,L04665,L,296.3,306.6,1660,59.4,74,1,0,0,1,0,0
9189,H01806,H,302.3,313.2,1821,48.8,229,1,0,0,1,0,0
9190,H01807,H,294.5,303.2,1625,37.9,108,0,0,0,0,0,0
9191,H01808,H,296.0,305.5,1168,31.5,187,0,0,0,0,0,0
9192,L04666,L,301.1,312.0,1381,27.8,234,1,1,0,0,0,0
9193,H01809,H,301.1,311.7,1400,47.2,141,0,0,0,0,0,0
9194,H01810,H,298.7,309.8,1459,49.2,45,0,0,0,0,0,0
9195,H01811,H,300.3,311.1,1609,33.7,4,0,0,0,0,0,0
9196,L04667,L,294.9,304.6,1638,37.5,238,1,1,0,0,0,0
9197,M02719,M,301.4,313.6,1168,40.5,140,0,0,0,0,0,0
9198,H01812,H,300.5,310.6,1490,58.1,151,1,0,0,1,0,0
9199,M02720,M,299.9,306.9,1440,40.7,143,0,0,0,0,0,0
9200,M02721,M,300.0,309.8,1814,30.2,28,0,0,0,0,0,0
9201,H01813,H,301.0,310.5,1656,28.4,18,0,0,0,0,0,0
9202,L04668,L,299.9,310.7,1501,30.9,80,0,0,0,0,0,0
9203,M02722,M,296.3,305.8,1582,52.6,187,0,0,0,0,0,0
9204,L04669,L,304.4,315.5,1200,45.1,189,0,0,0,0,0,0
9205,H01814,H,302.4,313.0,1670,36.5,222,0,0,0,0,0,0
9206,L04670,L,297.4,306.4,1458,10.7,175,1,0,0,1,0,0
9207,M02723,M,299.3,309.2,1376,31.5,220,1,1,0,0,0,0
9208,M02724,M,299.5,308.8,1800,43.4,31,0,0,0,0,0,0
9209,M02725,M,302.2,312.3,1592,43.5,45,0,0,0,0,0,0
9210,M02726,M,295.7,304.9,1404,43.4,80,0,0,0,0,0,0
9211,H01815,H,299.0,309.1,1417,26.5,70,0,0,0,0,0,0
9212,H01816,H,296.5,306.2,1611,41.8,229,1,1,0,0,0,0
9213,L04671,L,299.4,309.3,1595,30.2,68,0,0,0,0,0,0
9214,L04672,L,299.1,311.1,1543,40.0,215,1,1,0,0,0,0
9215,L04673,L,300.2,309.8,1297,32.3,183,0,0,0,0,0,0
9216,L04674,L,298.8,306.9,1326,50.7,122,1,0,1,0,0,0
9217,M02727,M,298.5,309.5,1388,43.4,160,0,0,0,0,0,0
9218,H01817,H,301.2,312.2,1498,38.6,239,0,0,0,0,0,0
9219,H01818,H,300.9,308.9,1529,53.8,22,0,0,0,0,0,0
9220,L04675,L,301.1,310.4,1506,36.3,205,1,1,0,0,0,0
9221,L04676,L,299.6,310.1,1515,25.8,122,0,0,0,0,0,0
9222,M02728,M,298.9,309.4,1914,50.6,97,1,0,0,1,0,0
9223,M02729,M,299.8,309.8,1707,42.5,188,0,0,0,0,0,0
9224,L04677,L,301.0,311.0,1775,36.8,131,0,0,0,0,0,0
9225,H01819,H,295.6,304.7,1630,33.6,192,0,0,0,0,0,0
9226,H01820,H,300.8,308.4,1552,45.1,129,0,0,0,0,0,0
9227,L04678,L,300.6,312.7,1619,48.1,92,0,0,0,0,0,0
9228,H01821,H,300.1,309.2,1583,32.3,185,0,0,0,0,0,0
9229,L04679,L,299.7,309.9,1699,45.7,72,0,0,0,0,0,0
9230,M02730,M,294.9,304.7,1342,42.5,27,0,0,0,0,0,0
9231,L04680,L,299.1,310.0,1682,31.7,160,0,0,0,0,0,0
9232,L04681,L,303.6,313.7,1571,40.0,22,0,0,0,0,0,0
9233,H01822,H,300.0,310.2,1176,34.5,83,0,0,0,0,0,0
9234,L04682,L,299.4,306.8,1555,52.4,118,0,0,0,0,0,0
9235,M02731,M,300.0,309.2,1276,33.5,30,0,0,0,0,0,0
9236,L04683,L,300.7,311.5,1431,55.1,47,0,0,0,0,0,0
9237,L04684,L,301.3,312.0,1506,41.3,45,0,0,0,0,0,0
9238,L04685,L,299.5,308.6,1236,22.5,126,1,0,0,1,0,0
9239,L04686,L,300.8,309.3,1527,18.3,44,1,0,0,1,0,0
9240,M02732,M,303.4,313.5,1551,37.9,217,0,0,0,0,0,0
9241,L04687,L,302.0,309.1,1689,53.3,94,1,0,0,1,0,0
9242,M02733,M,304.7,313.5,1447,52.3,159,0,0,0,0,0,0
9243,M02734,M,298.7,310.4,1592,41.7,50,0,0,0,0,0,0
9244,M02735,M,303.4,314.8,1518,32.6,46,0,0,0,0,0,0
9245,L04688,L,298.4,308.9,1454,35.8,60,0,0,0,0,0,0
9246,H01823,H,300.7,311.0,1203,42.1,177,0,0,0,0,0,0
9247,L04689,L,301.5,309.5,1515,50.9,34,0,0,0,0,0,0
9248,L04690,L,299.0,308.2,1686,45.7,142,0,0,0,0,0,0
9249,L04691,L,300.2,309.9,1351,49.7,206,1,1,0,0,0,0
9250,L04692,L,301.8,311.1,1494,46.4,164,0,0,0,0,0,0
9251,L04693,L,298.6,308.2,1523,49.4,236,1,1,0,0,1,0
9252,M02736,M,303.3,314.6,1758,17.4,55,1,0,0,1,0,0
9253,L04694,L,297.2,306.7,1544,31.1,58,0,0,0,0,0,0
9254,L04695,L,303.9,313.5,1595,29.0,152,0,0,0,0,0,0
9255,M02737,M,302.0,312.7,1536,28.0,19,0,0,0,0,0,0
9256,L04696,L,299.8,308.4,1439,40.1,175,0,0,0,0,0,0
